student_name,grade_level,course_name,term,teacher_name,term_grade
Uriel Dominguez,0,Grade 0 Mathematics,Spring 2026,Javier Silva,A
Uriel Dominguez,0,Grade 0 Mathematics,Fall 2026,Ana Silva,D
Uriel Dominguez,0,Grade 0 Science,Fall 2025,Adrian Velasquez,D
Uriel Dominguez,0,Grade 0 Science,Spring 2026,Valeria Cruz,F
Uriel Dominguez,0,Grade 0 Science,Fall 2026,Keisha Bell,B
Uriel Dominguez,0,Grade 0 Social Studies,Fall 2025,Ana Tsosie,B
Uriel Dominguez,0,Grade 0 Social Studies,Spring 2026,Hana Ortiz,F
Uriel Dominguez,0,Grade 0 Social Studies,Fall 2026,Beatriz Padilla,C
Adrian Espinoza,5,Grade 5 Reading,Fall 2025,Tomas Jimenez,A
Adrian Espinoza,5,Grade 5 Reading,Spring 2026,Felix Yazzie,C
Adrian Espinoza,5,Grade 5 Reading,Fall 2026,Xavier Torres,A
Adrian Espinoza,5,Grade 5 Mathematics,Fall 2025,Kaya Gomez,C
Adrian Espinoza,5,Grade 5 Mathematics,Spring 2026,Nadia Yazzie,A
Adrian Espinoza,5,Grade 5 Mathematics,Fall 2026,Kenji Mendoza,C
Adrian Espinoza,5,Grade 5 Science,Fall 2025,Beatriz Padilla,B
Adrian Espinoza,5,Grade 5 Science,Spring 2026,Aaliyah Chen,A
Adrian Espinoza,5,Grade 5 Science,Fall 2026,Gabriela Ramirez,F
Adrian Espinoza,5,Grade 5 Social Studies,Fall 2025,Hana Ortiz,A
Adrian Espinoza,5,Grade 5 Social Studies,Spring 2026,Javier Patel,B
Adrian Espinoza,5,Grade 5 Social Studies,Fall 2026,Rosa Cruz,C
Adrian Espinoza,5,Grade 5 Art,Fall 2025,Hector Vasquez,A
Adrian Espinoza,5,Grade 5 Art,Spring 2026,Rosa Cruz,C
Adrian Espinoza,5,Grade 5 Art,Fall 2026,Jasmine Silva,C
Jonah Gutierrez,8,Grade 8 Reading,Fall 2025,Uriel Chavez,B
Jonah Gutierrez,8,Grade 8 Reading,Spring 2026,Renata Valdez,B
Jonah Gutierrez,8,Grade 8 Reading,Fall 2026,Nadia Yazzie,C
Jonah Gutierrez,8,Grade 8 Mathematics,Fall 2025,Beatriz Chavez,A
Jonah Gutierrez,8,Grade 8 Mathematics,Spring 2026,Paloma Jimenez,A
Jonah Gutierrez,8,Grade 8 Mathematics,Fall 2026,Javier Silva,B
Jonah Gutierrez,8,Grade 8 Science,Fall 2025,Javier Patel,A
Jonah Gutierrez,8,Grade 8 Science,Spring 2026,Omar Ibarra,D
Jonah Gutierrez,8,Grade 8 Science,Fall 2026,Hana Ortiz,B
Omar Singh,7,Grade 7 Reading,Fall 2025,Renata Delgado,B
Omar Singh,7,Grade 7 Reading,Spring 2026,Rosa Mendoza,A
Omar Singh,7,Grade 7 Reading,Fall 2026,Hana Valdez,C
Omar Singh,7,Grade 7 Mathematics,Fall 2025,Beatriz Padilla,D
Omar Singh,7,Grade 7 Mathematics,Spring 2026,Wren Sanchez,F
Omar Singh,7,Grade 7 Mathematics,Fall 2026,Nathan Foster,B
Omar Singh,7,Grade 7 Science,Fall 2025,Miguel Kim,C
Omar Singh,7,Grade 7 Science,Spring 2026,Aaliyah Chen,B
Omar Singh,7,Grade 7 Science,Fall 2026,Keisha Bell,C
Omar Singh,7,Grade 7 Social Studies,Fall 2025,Tomas Jimenez,A
Omar Singh,7,Grade 7 Social Studies,Spring 2026,Beatriz Romero,B
Omar Singh,7,Grade 7 Social Studies,Fall 2026,Renata Valdez,C
Omar Singh,7,Grade 7 Art,Fall 2025,Kenji Gomez,A
Omar Singh,7,Grade 7 Art,Spring 2026,Rosa Mendoza,C
Omar Singh,7,Grade 7 Art,Fall 2026,Sebastian Gomez,B
Esperanza Kim,5,Grade 5 Reading,Fall 2025,Tomas Jimenez,A
Esperanza Kim,5,Grade 5 Reading,Spring 2026,Felix Yazzie,C
Esperanza Kim,5,Grade 5 Reading,Fall 2026,Xavier Torres,B
Esperanza Kim,5,Grade 5 Mathematics,Fall 2025,Kaya Gomez,A
Esperanza Kim,5,Grade 5 Mathematics,Spring 2026,Nadia Yazzie,C
Esperanza Kim,5,Grade 5 Mathematics,Fall 2026,Kenji Mendoza,C
Esperanza Kim,5,Grade 5 Science,Fall 2025,Beatriz Padilla,B
Esperanza Kim,5,Grade 5 Science,Spring 2026,Aaliyah Chen,C
Esperanza Kim,5,Grade 5 Science,Fall 2026,Gabriela Ramirez,C
Esperanza Kim,5,Grade 5 Social Studies,Fall 2025,Hana Ortiz,C
Esperanza Kim,5,Grade 5 Social Studies,Spring 2026,Javier Patel,B
Esperanza Kim,5,Grade 5 Social Studies,Fall 2026,Rosa Cruz,C
Esperanza Kim,5,Grade 5 Art,Fall 2025,Hector Vasquez,B
Esperanza Kim,5,Grade 5 Art,Spring 2026,Rosa Cruz,A
Esperanza Kim,5,Grade 5 Art,Fall 2026,Jasmine Silva,B
Lucia Salazar,1,Grade 1 Reading,Fall 2025,Paloma Jimenez,A
Lucia Salazar,1,Grade 1 Reading,Spring 2026,Javier Silva,D
Lucia Salazar,1,Grade 1 Reading,Fall 2026,Jasmine Silva,B
Lucia Salazar,1,Grade 1 Mathematics,Fall 2025,Quentin Singh,A
Lucia Salazar,1,Grade 1 Mathematics,Spring 2026,Samuel Williams,C
Lucia Salazar,1,Grade 1 Mathematics,Fall 2026,Hector Santos,B
Lucia Salazar,1,Grade 1 Science,Fall 2025,Hana Valdez,B
Lucia Salazar,1,Grade 1 Science,Spring 2026,Nadia Yazzie,C
Lucia Salazar,1,Grade 1 Science,Fall 2026,Rosa Mendoza,D
Lucia Salazar,1,Grade 1 Social Studies,Fall 2025,Kenji Mendoza,B
Lucia Salazar,1,Grade 1 Social Studies,Spring 2026,Tomas Jimenez,A
Lucia Salazar,1,Grade 1 Social Studies,Fall 2026,Keisha Bell,C
Hector Ortiz,0,Grade 0 Reading,Fall 2025,Marisol Perez,B
Hector Ortiz,0,Grade 0 Reading,Spring 2026,Miguel Kim,A
Hector Ortiz,0,Grade 0 Reading,Fall 2026,Felix Yazzie,C
Hector Ortiz,0,Grade 0 Mathematics,Fall 2025,Jasmine Martinez,A
Hector Ortiz,0,Grade 0 Mathematics,Spring 2026,Javier Silva,A
Hector Ortiz,0,Grade 0 Mathematics,Fall 2026,Ana Silva,D
Hector Ortiz,0,Grade 0 Science,Fall 2025,Adrian Velasquez,C
Hector Ortiz,0,Grade 0 Science,Spring 2026,Valeria Cruz,B
Hector Ortiz,0,Grade 0 Science,Fall 2026,Keisha Bell,B
Hector Ortiz,0,Grade 0 Social Studies,Fall 2025,Ana Tsosie,C
Hector Ortiz,0,Grade 0 Social Studies,Spring 2026,Hana Ortiz,B
Hector Ortiz,0,Grade 0 Social Studies,Fall 2026,Beatriz Padilla,A
Daniel Sanchez,0,Grade 0 Reading,Fall 2025,Marisol Perez,A
Daniel Sanchez,0,Grade 0 Reading,Spring 2026,Miguel Kim,A
Daniel Sanchez,0,Grade 0 Reading,Fall 2026,Felix Yazzie,B
Daniel Sanchez,0,Grade 0 Mathematics,Fall 2025,Jasmine Martinez,A
Daniel Sanchez,0,Grade 0 Mathematics,Spring 2026,Javier Silva,B
Daniel Sanchez,0,Grade 0 Mathematics,Fall 2026,Ana Silva,A
Daniel Sanchez,0,Grade 0 Science,Fall 2025,Adrian Velasquez,B
Daniel Sanchez,0,Grade 0 Science,Spring 2026,Valeria Cruz,C
Daniel Sanchez,0,Grade 0 Science,Fall 2026,Keisha Bell,A
Daniel Sanchez,0,Grade 0 Social Studies,Fall 2025,Ana Tsosie,B
Daniel Sanchez,0,Grade 0 Social Studies,Spring 2026,Hana Ortiz,D
Daniel Sanchez,0,Grade 0 Social Studies,Fall 2026,Beatriz Padilla,A
Serena Young,5,Grade 5 Reading,Fall 2025,Tomas Jimenez,C
Serena Young,5,Grade 5 Reading,Spring 2026,Felix Yazzie,F
Serena Young,5,Grade 5 Reading,Fall 2026,Xavier Torres,B
Serena Young,5,Grade 5 Mathematics,Fall 2025,Kaya Gomez,B
Serena Young,5,Grade 5 Mathematics,Spring 2026,Nadia Yazzie,B
Serena Young,5,Grade 5 Mathematics,Fall 2026,Kenji Mendoza,A
Serena Young,5,Grade 5 Science,Fall 2025,Beatriz Padilla,B
Serena Young,5,Grade 5 Science,Spring 2026,Aaliyah Chen,B
Serena Young,5,Grade 5 Science,Fall 2026,Gabriela Ramirez,B
Serena Young,5,Grade 5 Social Studies,Fall 2025,Hana Ortiz,B
Serena Young,5,Grade 5 Social Studies,Spring 2026,Javier Patel,C
Serena Young,5,Grade 5 Social Studies,Fall 2026,Rosa Cruz,A
Serena Young,5,Grade 5 Art,Fall 2025,Hector Vasquez,B
Serena Young,5,Grade 5 Art,Spring 2026,Rosa Cruz,A
Serena Young,5,Grade 5 Art,Fall 2026,Jasmine Silva,B
Lucia Valdez,1,Grade 1 Reading,Fall 2025,Paloma Jimenez,B
Lucia Valdez,1,Grade 1 Reading,Spring 2026,Javier Silva,D
Lucia Valdez,1,Grade 1 Reading,Fall 2026,Jasmine Silva,B
Lucia Valdez,1,Grade 1 Mathematics,Fall 2025,Quentin Singh,B
Lucia Valdez,1,Grade 1 Mathematics,Spring 2026,Samuel Williams,A
Lucia Valdez,1,Grade 1 Mathematics,Fall 2026,Hector Santos,B
Lucia Valdez,1,Grade 1 Science,Fall 2025,Hana Valdez,B
Lucia Valdez,1,Grade 1 Science,Spring 2026,Nadia Yazzie,B
Lucia Valdez,1,Grade 1 Science,Fall 2026,Rosa Mendoza,A
Lucia Valdez,1,Grade 1 Social Studies,Fall 2025,Kenji Mendoza,B
Lucia Valdez,1,Grade 1 Social Studies,Spring 2026,Tomas Jimenez,B
Lucia Valdez,1,Grade 1 Social Studies,Fall 2026,Keisha Bell,B
Noor Cruz,6,Grade 6 Reading,Fall 2025,Hector Dominguez,B
Noor Cruz,6,Grade 6 Reading,Spring 2026,Rosa Cruz,B
Noor Cruz,6,Grade 6 Reading,Fall 2026,Marisol Padilla,C
Noor Cruz,6,Grade 6 Mathematics,Fall 2025,Renata Chen,D
Noor Cruz,6,Grade 6 Mathematics,Spring 2026,Xavier Torres,C
Noor Cruz,6,Grade 6 Mathematics,Fall 2026,Ana Tsosie,A
Noor Cruz,6,Grade 6 Science,Fall 2025,Renata Delgado,B
Noor Cruz,6,Grade 6 Science,Spring 2026,Nadia Yazzie,A
Noor Cruz,6,Grade 6 Science,Fall 2026,Xavier Torres,D
Noor Cruz,6,Grade 6 Social Studies,Fall 2025,Nathan Foster,D
Noor Cruz,6,Grade 6 Social Studies,Spring 2026,Nadia Yazzie,F
Noor Cruz,6,Grade 6 Social Studies,Fall 2026,Hana Ortiz,A
Noor Cruz,6,Grade 6 Art,Fall 2025,Tomas Bennett,B
Noor Cruz,6,Grade 6 Art,Spring 2026,Aaliyah Chen,B
Noor Cruz,6,Grade 6 Art,Fall 2026,Omar Ibarra,C
Esperanza Velasquez,6,Grade 6 Reading,Fall 2025,Hector Dominguez,D
Esperanza Velasquez,6,Grade 6 Reading,Spring 2026,Rosa Cruz,A
Esperanza Velasquez,6,Grade 6 Reading,Fall 2026,Marisol Padilla,A
Esperanza Velasquez,6,Grade 6 Mathematics,Fall 2025,Renata Chen,A
Esperanza Velasquez,6,Grade 6 Mathematics,Spring 2026,Xavier Torres,A
Esperanza Velasquez,6,Grade 6 Mathematics,Fall 2026,Ana Tsosie,C
Esperanza Velasquez,6,Grade 6 Science,Fall 2025,Renata Delgado,A
Esperanza Velasquez,6,Grade 6 Science,Spring 2026,Nadia Yazzie,B
Esperanza Velasquez,6,Grade 6 Science,Fall 2026,Xavier Torres,B
Esperanza Velasquez,6,Grade 6 Social Studies,Fall 2025,Nathan Foster,F
Esperanza Velasquez,6,Grade 6 Social Studies,Spring 2026,Nadia Yazzie,A
Esperanza Velasquez,6,Grade 6 Social Studies,Fall 2026,Hana Ortiz,C
Esperanza Velasquez,6,Grade 6 Art,Fall 2025,Tomas Bennett,A
Esperanza Velasquez,6,Grade 6 Art,Spring 2026,Aaliyah Chen,A
Esperanza Velasquez,6,Grade 6 Art,Fall 2026,Omar Ibarra,C
Uriel Yazzie,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,D
Uriel Yazzie,4,Grade 4 Reading,Spring 2026,Renata Chen,A
Uriel Yazzie,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,B
Uriel Yazzie,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,D
Uriel Yazzie,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,B
Uriel Yazzie,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,C
Uriel Yazzie,4,Grade 4 Science,Fall 2025,Hana Valdez,B
Uriel Yazzie,4,Grade 4 Science,Spring 2026,Marisol Padilla,C
Uriel Yazzie,4,Grade 4 Science,Fall 2026,Kenji Mendoza,C
Uriel Yazzie,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,D
Uriel Yazzie,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,B
Uriel Yazzie,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,B
Uriel Yazzie,4,Grade 4 Art,Fall 2025,Ana Tsosie,B
Uriel Yazzie,4,Grade 4 Art,Spring 2026,Uriel Chavez,A
Uriel Yazzie,4,Grade 4 Art,Fall 2026,Kaya Gomez,A
Nathan Chen,5,Grade 5 Reading,Fall 2025,Tomas Jimenez,B
Nathan Chen,5,Grade 5 Reading,Spring 2026,Felix Yazzie,C
Nathan Chen,5,Grade 5 Reading,Fall 2026,Xavier Torres,B
Nathan Chen,5,Grade 5 Mathematics,Fall 2025,Kaya Gomez,D
Nathan Chen,5,Grade 5 Mathematics,Spring 2026,Nadia Yazzie,A
Nathan Chen,5,Grade 5 Mathematics,Fall 2026,Kenji Mendoza,B
Nathan Chen,5,Grade 5 Science,Fall 2025,Beatriz Padilla,B
Nathan Chen,5,Grade 5 Science,Spring 2026,Aaliyah Chen,A
Nathan Chen,5,Grade 5 Science,Fall 2026,Gabriela Ramirez,B
Nathan Chen,5,Grade 5 Social Studies,Fall 2025,Hana Ortiz,A
Nathan Chen,5,Grade 5 Social Studies,Spring 2026,Javier Patel,B
Nathan Chen,5,Grade 5 Social Studies,Fall 2026,Rosa Cruz,D
Nathan Chen,5,Grade 5 Art,Fall 2025,Hector Vasquez,C
Nathan Chen,5,Grade 5 Art,Spring 2026,Rosa Cruz,C
Nathan Chen,5,Grade 5 Art,Fall 2026,Jasmine Silva,A
Kenji Jackson,0,Grade 0 Reading,Fall 2025,Marisol Perez,C
Kenji Jackson,0,Grade 0 Reading,Spring 2026,Miguel Kim,B
Kenji Jackson,0,Grade 0 Reading,Fall 2026,Felix Yazzie,B
Kenji Jackson,0,Grade 0 Mathematics,Fall 2025,Jasmine Martinez,D
Kenji Jackson,0,Grade 0 Mathematics,Spring 2026,Javier Silva,B
Kenji Jackson,0,Grade 0 Mathematics,Fall 2026,Ana Silva,A
Kenji Jackson,0,Grade 0 Science,Fall 2025,Adrian Velasquez,A
Kenji Jackson,0,Grade 0 Science,Spring 2026,Valeria Cruz,F
Kenji Jackson,0,Grade 0 Science,Fall 2026,Keisha Bell,B
Kenji Jackson,0,Grade 0 Social Studies,Fall 2025,Ana Tsosie,D
Kenji Jackson,0,Grade 0 Social Studies,Spring 2026,Hana Ortiz,B
Kenji Jackson,0,Grade 0 Social Studies,Fall 2026,Beatriz Padilla,A
Yara Medina,3,Grade 3 Reading,Fall 2025,Sebastian Gomez,B
Yara Medina,3,Grade 3 Reading,Spring 2026,Tomas Bennett,B
Yara Medina,3,Grade 3 Reading,Fall 2026,Aaliyah Chen,A
Yara Medina,3,Grade 3 Mathematics,Fall 2025,Gabriela Ramirez,C
Yara Medina,3,Grade 3 Mathematics,Spring 2026,Adrian Ibarra,A
Yara Medina,3,Grade 3 Mathematics,Fall 2026,Aaliyah Chen,B
Yara Medina,3,Grade 3 Science,Fall 2025,Kenji Gomez,A
Yara Medina,3,Grade 3 Science,Spring 2026,Uriel Yazzie,B
Yara Medina,3,Grade 3 Science,Fall 2026,Rosa Cruz,A
Yara Medina,3,Grade 3 Social Studies,Fall 2025,Tomas Bennett,A
Yara Medina,3,Grade 3 Social Studies,Spring 2026,Beatriz Romero,B
Yara Medina,3,Grade 3 Social Studies,Fall 2026,Andre Nguyen,C
Yara Medina,3,Grade 3 Art,Fall 2025,Felix Yazzie,B
Yara Medina,3,Grade 3 Art,Spring 2026,Xavier Torres,B
Yara Medina,3,Grade 3 Art,Fall 2026,Beatriz Romero,D
Daniel Acosta,2,Grade 2 Reading,Fall 2025,Jasmine Martinez,A
Daniel Acosta,2,Grade 2 Reading,Spring 2026,Aaliyah Chen,A
Daniel Acosta,2,Grade 2 Reading,Fall 2026,Ana Tsosie,D
Daniel Acosta,2,Grade 2 Mathematics,Fall 2025,Marisol Padilla,D
Daniel Acosta,2,Grade 2 Mathematics,Spring 2026,Marisol Padilla,A
Daniel Acosta,2,Grade 2 Mathematics,Fall 2026,Kaya Cruz,B
Daniel Acosta,2,Grade 2 Science,Fall 2025,Ana Tsosie,A
Daniel Acosta,2,Grade 2 Science,Spring 2026,Valeria Cruz,D
Daniel Acosta,2,Grade 2 Science,Fall 2026,Nadia Yazzie,C
Daniel Acosta,2,Grade 2 Social Studies,Fall 2025,Renata Chen,F
Daniel Acosta,2,Grade 2 Social Studies,Spring 2026,Nadia Gutierrez,C
Daniel Acosta,2,Grade 2 Social Studies,Fall 2026,Felix Nguyen,A
Uriel Chavez,3,Grade 3 Reading,Fall 2025,Sebastian Gomez,B
Uriel Chavez,3,Grade 3 Reading,Spring 2026,Tomas Bennett,B
Uriel Chavez,3,Grade 3 Reading,Fall 2026,Aaliyah Chen,B
Uriel Chavez,3,Grade 3 Mathematics,Fall 2025,Gabriela Ramirez,A
Uriel Chavez,3,Grade 3 Mathematics,Spring 2026,Adrian Ibarra,B
Uriel Chavez,3,Grade 3 Mathematics,Fall 2026,Aaliyah Chen,C
Uriel Chavez,3,Grade 3 Science,Fall 2025,Kenji Gomez,C
Uriel Chavez,3,Grade 3 Science,Spring 2026,Uriel Yazzie,D
Uriel Chavez,3,Grade 3 Science,Fall 2026,Rosa Cruz,B
Uriel Chavez,3,Grade 3 Social Studies,Fall 2025,Tomas Bennett,B
Uriel Chavez,3,Grade 3 Social Studies,Spring 2026,Beatriz Romero,B
Uriel Chavez,3,Grade 3 Social Studies,Fall 2026,Andre Nguyen,B
Uriel Chavez,3,Grade 3 Art,Fall 2025,Felix Yazzie,B
Uriel Chavez,3,Grade 3 Art,Spring 2026,Xavier Torres,C
Uriel Chavez,3,Grade 3 Art,Fall 2026,Beatriz Romero,B
Marcus Kim,3,Grade 3 Reading,Fall 2025,Sebastian Gomez,A
Marcus Kim,3,Grade 3 Reading,Spring 2026,Tomas Bennett,D
Marcus Kim,3,Grade 3 Reading,Fall 2026,Aaliyah Chen,B
Marcus Kim,3,Grade 3 Mathematics,Fall 2025,Gabriela Ramirez,A
Marcus Kim,3,Grade 3 Mathematics,Spring 2026,Adrian Ibarra,A
Marcus Kim,3,Grade 3 Mathematics,Fall 2026,Aaliyah Chen,D
Marcus Kim,3,Grade 3 Science,Fall 2025,Kenji Gomez,B
Marcus Kim,3,Grade 3 Science,Spring 2026,Uriel Yazzie,D
Marcus Kim,3,Grade 3 Science,Fall 2026,Rosa Cruz,B
Marcus Kim,3,Grade 3 Social Studies,Fall 2025,Tomas Bennett,B
Marcus Kim,3,Grade 3 Social Studies,Spring 2026,Beatriz Romero,D
Marcus Kim,3,Grade 3 Social Studies,Fall 2026,Andre Nguyen,A
Marcus Kim,3,Grade 3 Art,Fall 2025,Felix Yazzie,B
Marcus Kim,3,Grade 3 Art,Spring 2026,Xavier Torres,C
Marcus Kim,3,Grade 3 Art,Fall 2026,Beatriz Romero,C
Diego Singh,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,C
Diego Singh,4,Grade 4 Reading,Spring 2026,Renata Chen,F
Diego Singh,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,C
Diego Singh,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,B
Diego Singh,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,B
Diego Singh,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,B
Diego Singh,4,Grade 4 Science,Fall 2025,Hana Valdez,A
Diego Singh,4,Grade 4 Science,Spring 2026,Marisol Padilla,A
Diego Singh,4,Grade 4 Science,Fall 2026,Kenji Mendoza,B
Diego Singh,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,C
Diego Singh,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,A
Diego Singh,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,D
Diego Singh,4,Grade 4 Art,Fall 2025,Ana Tsosie,B
Diego Singh,4,Grade 4 Art,Spring 2026,Uriel Chavez,B
Diego Singh,4,Grade 4 Art,Fall 2026,Kaya Gomez,B
Kenji Singh,6,Grade 6 Reading,Fall 2025,Hector Dominguez,B
Kenji Singh,6,Grade 6 Reading,Spring 2026,Rosa Cruz,C
Kenji Singh,6,Grade 6 Reading,Fall 2026,Marisol Padilla,A
Kenji Singh,6,Grade 6 Mathematics,Fall 2025,Renata Chen,A
Kenji Singh,6,Grade 6 Mathematics,Spring 2026,Xavier Torres,A
Kenji Singh,6,Grade 6 Mathematics,Fall 2026,Ana Tsosie,C
Kenji Singh,6,Grade 6 Science,Fall 2025,Renata Delgado,B
Kenji Singh,6,Grade 6 Science,Spring 2026,Nadia Yazzie,C
Kenji Singh,6,Grade 6 Science,Fall 2026,Xavier Torres,C
Kenji Singh,6,Grade 6 Social Studies,Fall 2025,Nathan Foster,B
Kenji Singh,6,Grade 6 Social Studies,Spring 2026,Nadia Yazzie,C
Kenji Singh,6,Grade 6 Social Studies,Fall 2026,Hana Ortiz,B
Kenji Singh,6,Grade 6 Art,Fall 2025,Tomas Bennett,F
Kenji Singh,6,Grade 6 Art,Spring 2026,Aaliyah Chen,A
Kenji Singh,6,Grade 6 Art,Fall 2026,Omar Ibarra,F
Adrian Padilla,6,Grade 6 Reading,Fall 2025,Hector Dominguez,C
Adrian Padilla,6,Grade 6 Reading,Spring 2026,Rosa Cruz,C
Adrian Padilla,6,Grade 6 Reading,Fall 2026,Marisol Padilla,B
Adrian Padilla,6,Grade 6 Mathematics,Fall 2025,Renata Chen,A
Adrian Padilla,6,Grade 6 Mathematics,Spring 2026,Xavier Torres,A
Adrian Padilla,6,Grade 6 Mathematics,Fall 2026,Ana Tsosie,B
Adrian Padilla,6,Grade 6 Science,Fall 2025,Renata Delgado,C
Adrian Padilla,6,Grade 6 Science,Spring 2026,Nadia Yazzie,B
Adrian Padilla,6,Grade 6 Science,Fall 2026,Xavier Torres,C
Adrian Padilla,6,Grade 6 Social Studies,Fall 2025,Nathan Foster,B
Adrian Padilla,6,Grade 6 Social Studies,Spring 2026,Nadia Yazzie,A
Adrian Padilla,6,Grade 6 Social Studies,Fall 2026,Hana Ortiz,C
Adrian Padilla,6,Grade 6 Art,Fall 2025,Tomas Bennett,D
Adrian Padilla,6,Grade 6 Art,Spring 2026,Aaliyah Chen,B
Adrian Padilla,6,Grade 6 Art,Fall 2026,Omar Ibarra,B
Jasmine Perez,3,Grade 3 Reading,Fall 2025,Sebastian Gomez,A
Jasmine Perez,3,Grade 3 Reading,Spring 2026,Tomas Bennett,B
Jasmine Perez,3,Grade 3 Reading,Fall 2026,Aaliyah Chen,A
Jasmine Perez,3,Grade 3 Mathematics,Fall 2025,Gabriela Ramirez,B
Jasmine Perez,3,Grade 3 Mathematics,Spring 2026,Adrian Ibarra,B
Jasmine Perez,3,Grade 3 Mathematics,Fall 2026,Aaliyah Chen,A
Jasmine Perez,3,Grade 3 Science,Fall 2025,Kenji Gomez,A
Jasmine Perez,3,Grade 3 Science,Spring 2026,Uriel Yazzie,B
Jasmine Perez,3,Grade 3 Science,Fall 2026,Rosa Cruz,A
Jasmine Perez,3,Grade 3 Social Studies,Fall 2025,Tomas Bennett,B
Jasmine Perez,3,Grade 3 Social Studies,Spring 2026,Beatriz Romero,D
Jasmine Perez,3,Grade 3 Social Studies,Fall 2026,Andre Nguyen,C
Jasmine Perez,3,Grade 3 Art,Fall 2025,Felix Yazzie,A
Jasmine Perez,3,Grade 3 Art,Spring 2026,Xavier Torres,A
Jasmine Perez,3,Grade 3 Art,Fall 2026,Beatriz Romero,B
Nathan Williams,2,Grade 2 Reading,Fall 2025,Jasmine Martinez,A
Nathan Williams,2,Grade 2 Reading,Spring 2026,Aaliyah Chen,B
Nathan Williams,2,Grade 2 Reading,Fall 2026,Ana Tsosie,C
Nathan Williams,2,Grade 2 Mathematics,Fall 2025,Marisol Padilla,C
Nathan Williams,2,Grade 2 Mathematics,Spring 2026,Marisol Padilla,B
Nathan Williams,2,Grade 2 Mathematics,Fall 2026,Kaya Cruz,B
Nathan Williams,2,Grade 2 Science,Fall 2025,Ana Tsosie,A
Nathan Williams,2,Grade 2 Science,Spring 2026,Valeria Cruz,C
Nathan Williams,2,Grade 2 Science,Fall 2026,Nadia Yazzie,B
Nathan Williams,2,Grade 2 Social Studies,Fall 2025,Renata Chen,D
Nathan Williams,2,Grade 2 Social Studies,Spring 2026,Nadia Gutierrez,C
Nathan Williams,2,Grade 2 Social Studies,Fall 2026,Felix Nguyen,C
Diego Delgado,5,Grade 5 Reading,Fall 2025,Tomas Jimenez,D
Diego Delgado,5,Grade 5 Reading,Spring 2026,Felix Yazzie,B
Diego Delgado,5,Grade 5 Reading,Fall 2026,Xavier Torres,A
Diego Delgado,5,Grade 5 Mathematics,Fall 2025,Kaya Gomez,A
Diego Delgado,5,Grade 5 Mathematics,Spring 2026,Nadia Yazzie,B
Diego Delgado,5,Grade 5 Mathematics,Fall 2026,Kenji Mendoza,C
Diego Delgado,5,Grade 5 Science,Fall 2025,Beatriz Padilla,B
Diego Delgado,5,Grade 5 Science,Spring 2026,Aaliyah Chen,C
Diego Delgado,5,Grade 5 Science,Fall 2026,Gabriela Ramirez,B
Diego Delgado,5,Grade 5 Social Studies,Fall 2025,Hana Ortiz,B
Diego Delgado,5,Grade 5 Social Studies,Spring 2026,Javier Patel,A
Diego Delgado,5,Grade 5 Social Studies,Fall 2026,Rosa Cruz,B
Diego Delgado,5,Grade 5 Art,Fall 2025,Hector Vasquez,B
Diego Delgado,5,Grade 5 Art,Spring 2026,Rosa Cruz,A
Diego Delgado,5,Grade 5 Art,Fall 2026,Jasmine Silva,C
Nadia Perez,5,Grade 5 Reading,Fall 2025,Tomas Jimenez,B
Nadia Perez,5,Grade 5 Reading,Spring 2026,Felix Yazzie,C
Nadia Perez,5,Grade 5 Reading,Fall 2026,Xavier Torres,C
Nadia Perez,5,Grade 5 Mathematics,Fall 2025,Kaya Gomez,A
Nadia Perez,5,Grade 5 Mathematics,Spring 2026,Nadia Yazzie,B
Nadia Perez,5,Grade 5 Mathematics,Fall 2026,Kenji Mendoza,A
Nadia Perez,5,Grade 5 Science,Fall 2025,Beatriz Padilla,B
Nadia Perez,5,Grade 5 Science,Spring 2026,Aaliyah Chen,D
Nadia Perez,5,Grade 5 Science,Fall 2026,Gabriela Ramirez,A
Nadia Perez,5,Grade 5 Social Studies,Fall 2025,Hana Ortiz,A
Nadia Perez,5,Grade 5 Social Studies,Spring 2026,Javier Patel,B
Nadia Perez,5,Grade 5 Social Studies,Fall 2026,Rosa Cruz,B
Nadia Perez,5,Grade 5 Art,Fall 2025,Hector Vasquez,D
Nadia Perez,5,Grade 5 Art,Spring 2026,Rosa Cruz,A
Nadia Perez,5,Grade 5 Art,Fall 2026,Jasmine Silva,A
