student_id,first_name,last_name,date_of_birth,grade_level,directory_opt_out
615,Kaya,Padilla,2019-03-04,2,f
616,Nia,Jimenez,2018-06-15,3,f
617,Lucia,Ibarra,2014-10-04,7,f
618,Ana,Foster,2013-05-30,8,f
619,Adrian,Dominguez,2013-08-08,8,f
620,Mateo,Young,2014-09-11,7,f
621,Jonah,Kim,2020-08-21,1,f
622,Hana,Torres,2018-08-05,3,f
623,Dolores,Chavez,2019-02-20,2,f
624,Victor,Martinez,2020-07-07,1,f
625,Jasmine,Delgado,2017-07-08,4,f
626,Tanya,Robinson,2017-06-09,4,f
627,Victor,Castillo,2018-09-21,3,f
628,Lucia,Romero,2016-11-07,5,f
629,Gabriela,Medina,2018-11-02,3,f
630,Valeria,Gomez,2015-08-05,6,f
631,Gavin,Chavez,2020-06-15,1,f
632,Miguel,Ortiz,2017-03-19,4,f
633,Olivia,Young,2014-09-21,7,f
634,Marcus,Williams,2014-05-14,7,f
635,Rafael,Torres,2016-07-19,5,f
636,Talia,Silva,2014-03-13,7,f
637,Owen,Perez,2015-08-09,6,f
638,Felix,Velasquez,2015-06-03,6,f
639,Beatriz,Tsosie,2015-07-30,6,f
640,Beatriz,Tsosie,2014-11-01,7,f
641,Xavier,Romero,2014-01-18,7,t
642,Gabriela,Robinson,2015-01-05,6,t
643,Tanya,Kim,2019-10-14,2,f
644,Nia,Cruz,2013-11-29,8,f
645,Benjamin,Young,2018-09-13,3,f
646,Kaya,Kim,2013-11-25,8,f
647,Wren,Salazar,2019-12-07,2,f
648,Elijah,Foster,2021-11-13,0,f
649,Jonah,Sanchez,2021-01-24,0,f
650,Alma,Washington,2018-12-10,3,f
651,Nathan,Bennett,2017-08-14,4,f
652,Isaac,Bennett,2018-04-20,3,f
653,Victor,Delgado,2014-10-17,7,f
654,Isaac,Nguyen,2013-04-26,8,t
655,Omar,Foster,2017-08-20,4,f
656,Zoe,Torres,2013-05-09,8,f
657,Wren,Dominguez,2016-05-03,5,f
658,Gabriela,Foster,2016-08-01,5,f
659,Wren,Begay,2013-05-05,8,f
660,Jasmine,Cruz,2015-10-17,6,f
661,Renata,Yazzie,2014-09-10,7,t
662,Victor,Acosta,2020-04-23,1,f
663,Felix,Mendoza,2015-04-11,6,f
664,Uriel,Romero,2016-10-10,5,f
665,Hana,Ramirez,2019-10-02,2,f
666,Victor,Vasquez,2014-08-11,7,f
667,Valeria,Foster,2014-11-30,7,f
668,Yara,Singh,2019-02-26,2,f
669,Kaya,Jimenez,2020-05-16,1,f
670,Uriel,Nguyen,2014-01-31,7,f
671,Zoe,Vasquez,2015-12-06,6,f
672,Valeria,Robinson,2015-09-24,6,f
673,Ana,Williams,2013-04-27,8,f
674,Carlos,Ortiz,2017-12-18,4,f
675,Yara,Castillo,2018-05-10,3,f
676,Javier,Salazar,2020-06-16,1,f
677,Beatriz,Torres,2019-10-16,2,f
678,Tomas,Jimenez,2016-12-19,5,f
679,Ana,Gutierrez,2018-04-05,3,f
680,Elijah,Chavez,2020-10-01,1,f
681,Wren,Gomez,2017-11-20,4,f
682,Sebastian,Gutierrez,2018-06-13,3,f
683,Uriel,Padilla,2019-08-10,2,f
684,Yusuf,Tsosie,2019-05-02,2,f
685,Samuel,Gomez,2018-10-29,3,f
686,Dolores,Vargas,2020-06-23,1,f
687,Elijah,Robinson,2018-10-29,3,f
688,Benjamin,Rivera,2017-06-30,4,f
689,Adrian,Morales,2018-09-07,3,f
690,Lena,Delgado,2018-11-28,3,f
691,Benjamin,Lopez,2019-06-03,2,f
692,Jasmine,Silva,2015-07-04,6,f
693,Isaac,Dominguez,2017-03-01,4,f
694,Victor,Robinson,2015-03-24,6,f
695,Valeria,Chen,2020-03-14,1,f
696,Noor,Cruz,2021-06-03,0,f
697,Victor,Gutierrez,2021-02-15,0,f
698,Olivia,Chen,2014-01-11,7,f
699,Benjamin,Padilla,2013-02-02,8,f
700,Hana,Tsosie,2018-06-08,3,f
701,Carla,Vargas,2015-09-07,6,f
702,Valeria,Espinoza,2018-06-24,3,f
703,Talia,Delgado,2013-09-13,8,f
704,Carla,Cruz,2013-10-07,8,f
705,Tomas,Martinez,2018-09-29,3,f
706,Olivia,Velasquez,2019-03-06,2,f
707,Noor,Vargas,2017-02-14,4,f
708,Andre,Perez,2019-05-10,2,f
709,Marcus,Rivera,2017-07-24,4,f
710,Kaya,Jimenez,2021-11-17,0,f
711,Alma,Morales,2020-03-12,1,f
712,Marisol,Vargas,2014-03-26,7,f
713,Lena,Castillo,2014-01-14,7,f
714,Nadia,Dominguez,2018-06-16,3,f
715,Yusuf,Robinson,2021-08-20,0,f
716,Owen,Yazzie,2016-12-06,5,f
717,Benjamin,Rivera,2020-01-17,1,t
718,Serena,Nguyen,2017-12-06,4,f
719,Esperanza,Bennett,2018-06-24,3,f
720,Marcus,Romero,2019-04-08,2,f
721,Beatriz,Yazzie,2016-06-22,5,f
722,Talia,Gutierrez,2013-11-16,8,f
723,Yusuf,Robinson,2015-07-08,6,f
724,Gabriela,Santos,2016-10-10,5,f
725,Gavin,Williams,2021-04-26,0,f
726,Celeste,Hernandez,2015-07-28,6,f
727,Quentin,Patel,2017-07-21,4,f
728,Marcus,Salazar,2018-07-21,3,f
729,Xavier,Lopez,2021-10-11,0,f
730,Hector,Ibarra,2021-01-07,0,f
731,Rafael,Chavez,2016-06-26,5,f
732,Kenji,Bennett,2017-03-31,4,f
733,Lucia,Williams,2020-04-06,1,f
734,Elijah,Ibarra,2016-07-01,5,f
735,Yara,Garcia,2017-01-09,4,f
736,Rosa,Vargas,2021-05-17,0,f
737,Olivia,Espinoza,2016-06-19,5,f
738,Ana,Foster,2013-09-20,8,f
739,Hector,Perez,2017-08-28,4,t
740,Miguel,Foster,2017-09-24,4,t
741,Omar,Jackson,2020-12-01,1,f
742,Valeria,Garcia,2018-03-22,3,f
743,Olivia,Martinez,2015-09-09,6,f
744,Miguel,Reyes,2019-04-27,2,t
745,Elijah,Chavez,2016-08-16,5,f
746,Sebastian,Perez,2017-05-01,4,f
747,Lucia,Vasquez,2013-11-01,8,f
748,Andre,Nguyen,2017-11-18,4,t
749,Mateo,Perez,2021-07-06,0,f
750,Xavier,Mendoza,2021-02-18,0,f
751,Mateo,Padilla,2019-08-24,2,f
752,Kenji,Yazzie,2020-08-04,1,f
753,Diego,Santos,2013-01-19,8,f
754,Rafael,Gutierrez,2016-12-13,5,f
755,Hector,Flores,2015-04-14,6,f
756,Valeria,Castillo,2017-12-07,4,f
757,Carla,Tsosie,2019-01-16,2,f
758,Yusuf,Chen,2015-09-19,6,f
759,Miguel,Jimenez,2018-08-20,3,f
760,Uriel,Salazar,2017-03-07,4,f
761,Sebastian,Washington,2014-03-19,7,f
762,Adrian,Patel,2014-08-09,7,f
763,Isaac,Williams,2014-12-16,7,f
764,Tanya,Rivera,2018-06-13,3,f
765,Marcus,Gutierrez,2015-01-09,6,t
766,Esperanza,Cruz,2018-06-06,3,f
767,Elijah,Chavez,2014-06-21,7,f
768,Uriel,Washington,2014-09-10,7,f
769,Rafael,Espinoza,2020-03-23,1,f
770,Alma,Salazar,2016-09-19,5,f
771,Kaya,Valdez,2017-05-14,4,f
772,Nathan,Santos,2018-04-25,3,f
773,Talia,Chavez,2019-05-23,2,f
774,Olivia,Gomez,2018-09-20,3,f
775,Tanya,Martinez,2016-01-12,5,f
776,Diego,Kim,2016-01-07,5,f
777,Felix,Tsosie,2018-02-22,3,f
778,Dolores,Ramirez,2016-01-24,5,f
779,Carla,Salazar,2013-06-13,8,f
780,Aaliyah,Cruz,2013-03-24,8,f
781,Esperanza,Garcia,2016-11-22,5,f
782,Sebastian,Silva,2016-05-16,5,f
783,Zoe,Sanchez,2016-10-04,5,f
784,Esperanza,Jimenez,2021-11-04,0,f
785,Esperanza,Martinez,2020-11-15,1,f
786,Owen,Dominguez,2017-11-25,4,f
787,Omar,Tsosie,2015-06-13,6,f
788,Marisol,Espinoza,2019-02-19,2,f
789,Kenji,Tsosie,2018-08-22,3,f
790,Kenji,Perez,2016-09-22,5,f
791,Mateo,Velasquez,2014-10-24,7,f
792,Alma,Chen,2016-08-04,5,f
793,Miguel,Espinoza,2019-10-21,2,f
794,Jonah,Castillo,2017-07-31,4,f
795,Carla,Padilla,2016-02-22,5,f
796,Miguel,Velasquez,2018-06-24,3,f
797,Talia,Sanchez,2020-09-21,1,f
798,Felix,Vargas,2018-04-14,3,f
799,Valeria,Gutierrez,2014-07-15,7,f
800,Dolores,Acosta,2021-06-16,0,f
